741,g,bench_graphs/graph_edges_99.dot,x,3,0,5
742,e,bench_graphs/graph_edges_99.dot,x,3,20,5
743,h,bench_graphs/graph_edges_99.dot,x,3,20,5
744,g,bench_graphs/graph_edges_149.dot,x,5,0,5
745,e,bench_graphs/graph_edges_149.dot,x,5,20,5
746,h,bench_graphs/graph_edges_149.dot,x,5,20,5
747,g,bench_graphs/graph_edges_199.dot,x,7,0,5
748,e,bench_graphs/graph_edges_199.dot,x,7,20,5
749,h,bench_graphs/graph_edges_199.dot,x,7,20,5
750,g,bench_graphs/graph_edges_249.dot,x,7,0,5
751,e,bench_graphs/graph_edges_249.dot,x,7,20,5
752,h,bench_graphs/graph_edges_249.dot,x,7,20,5
753,g,bench_graphs/graph_edges_299.dot,x,9,0,5
754,e,bench_graphs/graph_edges_299.dot,x,9,20,5
755,h,bench_graphs/graph_edges_299.dot,x,9,20,5
756,g,bench_graphs/graph_edges_349.dot,x,9,0,5
757,e,bench_graphs/graph_edges_349.dot,x,9,20,5
758,h,bench_graphs/graph_edges_349.dot,x,9,20,5
759,g,bench_graphs/graph_edges_399.dot,x,11,0,5
760,e,bench_graphs/graph_edges_399.dot,x,11,20,5
761,h,bench_graphs/graph_edges_399.dot,x,11,20,5
762,g,bench_graphs/graph_edges_449.dot,x,11,0,5
763,e,bench_graphs/graph_edges_449.dot,x,11,20,5
764,h,bench_graphs/graph_edges_449.dot,x,11,20,5
765,g,bench_graphs/graph_edges_499.dot,x,13,0,5
766,e,bench_graphs/graph_edges_499.dot,x,13,20,5
767,h,bench_graphs/graph_edges_499.dot,x,13,20,5
768,g,bench_graphs/graph_edges_549.dot,x,13,0,5
769,e,bench_graphs/graph_edges_549.dot,x,13,20,5
770,h,bench_graphs/graph_edges_549.dot,x,13,20,5
771,g,bench_graphs/graph_edges_599.dot,x,15,0,5
772,e,bench_graphs/graph_edges_599.dot,x,15,20,5
773,h,bench_graphs/graph_edges_599.dot,x,15,20,5
774,g,bench_graphs/graph_edges_649.dot,x,17,0,5
775,e,bench_graphs/graph_edges_649.dot,x,17,20,5
776,h,bench_graphs/graph_edges_649.dot,x,17,20,5
777,g,bench_graphs/graph_edges_699.dot,x,17,0,5
778,e,bench_graphs/graph_edges_699.dot,x,17,20,5
779,h,bench_graphs/graph_edges_699.dot,x,17,20,5
780,g,bench_graphs/graph_edges_749.dot,x,17,0,5
781,e,bench_graphs/graph_edges_749.dot,x,17,20,5
782,h,bench_graphs/graph_edges_749.dot,x,17,20,5
783,g,bench_graphs/graph_edges_799.dot,x,19,0,5
784,e,bench_graphs/graph_edges_799.dot,x,19,20,5
785,h,bench_graphs/graph_edges_799.dot,x,19,20,5
786,g,bench_graphs/graph_edges_849.dot,x,21,0,5
787,e,bench_graphs/graph_edges_849.dot,x,21,20,5
788,h,bench_graphs/graph_edges_849.dot,x,21,20,5
789,g,bench_graphs/graph_edges_899.dot,x,21,0,5
790,e,bench_graphs/graph_edges_899.dot,x,21,20,5
791,h,bench_graphs/graph_edges_899.dot,x,21,20,5
792,g,bench_graphs/graph_edges_949.dot,x,23,0,5
793,e,bench_graphs/graph_edges_949.dot,x,23,20,5
794,h,bench_graphs/graph_edges_949.dot,x,23,20,5
795,g,bench_graphs/graph_edges_999.dot,x,23,0,5
796,e,bench_graphs/graph_edges_999.dot,x,23,20,5
797,h,bench_graphs/graph_edges_999.dot,x,23,20,5
798,g,bench_graphs/graph_edges_1049.dot,x,25,0,5
799,e,bench_graphs/graph_edges_1049.dot,x,25,20,5
800,h,bench_graphs/graph_edges_1049.dot,x,25,20,5
801,g,bench_graphs/graph_edges_1099.dot,x,27,0,5
802,e,bench_graphs/graph_edges_1099.dot,x,27,20,5
803,h,bench_graphs/graph_edges_1099.dot,x,27,20,5
804,g,bench_graphs/graph_edges_1149.dot,x,27,0,5
805,e,bench_graphs/graph_edges_1149.dot,x,27,20,5
806,h,bench_graphs/graph_edges_1149.dot,x,27,20,5
807,g,bench_graphs/graph_edges_1199.dot,x,29,0,5
808,e,bench_graphs/graph_edges_1199.dot,x,29,20,5
809,h,bench_graphs/graph_edges_1199.dot,x,29,20,5
810,g,bench_graphs/graph_edges_1249.dot,x,29,0,5
811,e,bench_graphs/graph_edges_1249.dot,x,29,20,5
812,h,bench_graphs/graph_edges_1249.dot,x,29,20,5
813,g,bench_graphs/graph_edges_1299.dot,x,32,0,5
814,e,bench_graphs/graph_edges_1299.dot,x,32,20,5
815,h,bench_graphs/graph_edges_1299.dot,x,32,20,5
816,g,bench_graphs/graph_edges_1349.dot,x,32,0,5
817,e,bench_graphs/graph_edges_1349.dot,x,32,20,5
818,h,bench_graphs/graph_edges_1349.dot,x,32,20,5
819,g,bench_graphs/graph_edges_1399.dot,x,33,0,5
820,e,bench_graphs/graph_edges_1399.dot,x,33,20,5
821,h,bench_graphs/graph_edges_1399.dot,x,33,20,5
822,g,bench_graphs/graph_edges_1449.dot,x,34,0,5
823,e,bench_graphs/graph_edges_1449.dot,x,34,20,5
824,h,bench_graphs/graph_edges_1449.dot,x,34,20,5
825,g,bench_graphs/graph_edges_1499.dot,x,36,0,5
826,e,bench_graphs/graph_edges_1499.dot,x,36,20,5
827,h,bench_graphs/graph_edges_1499.dot,x,36,20,5
828,g,bench_graphs/graph_edges_1549.dot,x,37,0,5
829,e,bench_graphs/graph_edges_1549.dot,x,37,20,5
830,h,bench_graphs/graph_edges_1549.dot,x,37,20,5
831,g,bench_graphs/graph_edges_1599.dot,x,37,0,5
832,e,bench_graphs/graph_edges_1599.dot,x,37,20,5
833,h,bench_graphs/graph_edges_1599.dot,x,37,20,5
834,g,bench_graphs/graph_edges_1649.dot,x,41,0,5
835,e,bench_graphs/graph_edges_1649.dot,x,41,20,5
836,h,bench_graphs/graph_edges_1649.dot,x,41,20,5
837,g,bench_graphs/graph_edges_1699.dot,x,40,0,5
838,e,bench_graphs/graph_edges_1699.dot,x,40,20,5
839,h,bench_graphs/graph_edges_1699.dot,x,40,20,5
840,g,bench_graphs/graph_edges_1749.dot,x,41,0,5
841,e,bench_graphs/graph_edges_1749.dot,x,41,20,5
842,h,bench_graphs/graph_edges_1749.dot,x,41,20,5
843,g,bench_graphs/graph_edges_1799.dot,x,42,0,5
844,e,bench_graphs/graph_edges_1799.dot,x,42,20,5
845,h,bench_graphs/graph_edges_1799.dot,x,42,20,5
846,g,bench_graphs/graph_edges_1849.dot,x,43,0,5
847,e,bench_graphs/graph_edges_1849.dot,x,43,20,5
848,h,bench_graphs/graph_edges_1849.dot,x,43,20,5
849,g,bench_graphs/graph_edges_1899.dot,x,44,0,5
850,e,bench_graphs/graph_edges_1899.dot,x,44,20,5
851,h,bench_graphs/graph_edges_1899.dot,x,44,20,5
852,g,bench_graphs/graph_edges_1949.dot,x,45,0,5
853,e,bench_graphs/graph_edges_1949.dot,x,45,20,5
854,h,bench_graphs/graph_edges_1949.dot,x,45,20,5
855,g,bench_graphs/graph_edges_1999.dot,x,46,0,5
856,e,bench_graphs/graph_edges_1999.dot,x,46,20,5
857,h,bench_graphs/graph_edges_1999.dot,x,46,20,5
858,g,bench_graphs/graph_edges_2049.dot,x,50,0,5
859,e,bench_graphs/graph_edges_2049.dot,x,50,20,5
860,h,bench_graphs/graph_edges_2049.dot,x,50,20,5
861,g,bench_graphs/graph_edges_2099.dot,x,50,0,5
862,e,bench_graphs/graph_edges_2099.dot,x,50,20,5
863,h,bench_graphs/graph_edges_2099.dot,x,50,20,5
864,g,bench_graphs/graph_edges_2149.dot,x,52,0,5
865,e,bench_graphs/graph_edges_2149.dot,x,52,20,5
866,h,bench_graphs/graph_edges_2149.dot,x,52,20,5
867,g,bench_graphs/graph_edges_2199.dot,x,52,0,5
868,e,bench_graphs/graph_edges_2199.dot,x,52,20,5
869,h,bench_graphs/graph_edges_2199.dot,x,52,20,5
870,g,bench_graphs/graph_edges_2249.dot,x,53,0,5
871,e,bench_graphs/graph_edges_2249.dot,x,53,20,5
872,h,bench_graphs/graph_edges_2249.dot,x,53,20,5
873,g,bench_graphs/graph_edges_2299.dot,x,53,0,5
874,e,bench_graphs/graph_edges_2299.dot,x,53,20,5
875,h,bench_graphs/graph_edges_2299.dot,x,53,20,5
876,g,bench_graphs/graph_edges_2349.dot,x,55,0,5
877,e,bench_graphs/graph_edges_2349.dot,x,55,20,5
878,h,bench_graphs/graph_edges_2349.dot,x,55,20,5
879,g,bench_graphs/graph_edges_2399.dot,x,54,0,5
880,e,bench_graphs/graph_edges_2399.dot,x,54,20,5
881,h,bench_graphs/graph_edges_2399.dot,x,54,20,5
882,g,bench_graphs/graph_edges_2449.dot,x,56,0,5
883,e,bench_graphs/graph_edges_2449.dot,x,56,20,5
884,h,bench_graphs/graph_edges_2449.dot,x,56,20,5
885,g,bench_graphs/graph_edges_2499.dot,x,58,0,5
886,e,bench_graphs/graph_edges_2499.dot,x,58,20,5
887,h,bench_graphs/graph_edges_2499.dot,x,58,20,5
888,g,bench_graphs/graph_edges_2549.dot,x,58,0,5
889,e,bench_graphs/graph_edges_2549.dot,x,58,20,5
890,h,bench_graphs/graph_edges_2549.dot,x,58,20,5
891,g,bench_graphs/graph_edges_2599.dot,x,59,0,5
892,e,bench_graphs/graph_edges_2599.dot,x,59,20,5
893,h,bench_graphs/graph_edges_2599.dot,x,59,20,5
894,g,bench_graphs/graph_edges_2649.dot,x,61,0,5
895,e,bench_graphs/graph_edges_2649.dot,x,61,20,5
896,h,bench_graphs/graph_edges_2649.dot,x,61,20,5
897,g,bench_graphs/graph_edges_2699.dot,x,62,0,5
898,e,bench_graphs/graph_edges_2699.dot,x,62,20,5
899,h,bench_graphs/graph_edges_2699.dot,x,62,20,5
900,g,bench_graphs/graph_edges_2749.dot,x,64,0,5
901,e,bench_graphs/graph_edges_2749.dot,x,64,20,5
902,h,bench_graphs/graph_edges_2749.dot,x,64,20,5
903,g,bench_graphs/graph_edges_2799.dot,x,64,0,5
904,e,bench_graphs/graph_edges_2799.dot,x,64,20,5
905,h,bench_graphs/graph_edges_2799.dot,x,64,20,5
906,g,bench_graphs/graph_edges_2849.dot,x,67,0,5
907,e,bench_graphs/graph_edges_2849.dot,x,67,20,5
908,h,bench_graphs/graph_edges_2849.dot,x,67,20,5
909,g,bench_graphs/graph_edges_2899.dot,x,65,0,5
910,e,bench_graphs/graph_edges_2899.dot,x,65,20,5
911,h,bench_graphs/graph_edges_2899.dot,x,65,20,5
912,g,bench_graphs/graph_edges_2949.dot,x,66,0,5
913,e,bench_graphs/graph_edges_2949.dot,x,66,20,5
914,h,bench_graphs/graph_edges_2949.dot,x,66,20,5
915,g,bench_graphs/graph_edges_2999.dot,x,69,0,5
916,e,bench_graphs/graph_edges_2999.dot,x,69,20,5
917,h,bench_graphs/graph_edges_2999.dot,x,69,20,5
918,g,bench_graphs/graph_edges_3049.dot,x,68,0,5
919,e,bench_graphs/graph_edges_3049.dot,x,68,20,5
920,h,bench_graphs/graph_edges_3049.dot,x,68,20,5
921,g,bench_graphs/graph_edges_3099.dot,x,71,0,5
922,e,bench_graphs/graph_edges_3099.dot,x,71,20,5
923,h,bench_graphs/graph_edges_3099.dot,x,71,20,5
924,g,bench_graphs/graph_edges_3149.dot,x,75,0,5
925,e,bench_graphs/graph_edges_3149.dot,x,75,20,5
926,h,bench_graphs/graph_edges_3149.dot,x,75,20,5
927,g,bench_graphs/graph_edges_3199.dot,x,74,0,5
928,e,bench_graphs/graph_edges_3199.dot,x,74,20,5
929,h,bench_graphs/graph_edges_3199.dot,x,74,20,5
930,g,bench_graphs/graph_edges_3249.dot,x,73,0,5
931,e,bench_graphs/graph_edges_3249.dot,x,73,20,5
932,h,bench_graphs/graph_edges_3249.dot,x,73,20,5
933,g,bench_graphs/graph_edges_3299.dot,x,74,0,5
934,e,bench_graphs/graph_edges_3299.dot,x,74,20,5
935,h,bench_graphs/graph_edges_3299.dot,x,74,20,5
936,g,bench_graphs/graph_edges_3349.dot,x,79,0,5
937,e,bench_graphs/graph_edges_3349.dot,x,79,20,5
938,h,bench_graphs/graph_edges_3349.dot,x,79,20,5
939,g,bench_graphs/graph_edges_3399.dot,x,80,0,5
940,e,bench_graphs/graph_edges_3399.dot,x,80,20,5
941,h,bench_graphs/graph_edges_3399.dot,x,80,20,5
942,g,bench_graphs/graph_edges_3449.dot,x,79,0,5
943,e,bench_graphs/graph_edges_3449.dot,x,79,20,5
944,h,bench_graphs/graph_edges_3449.dot,x,79,20,5
945,g,bench_graphs/graph_edges_3499.dot,x,79,0,5
946,e,bench_graphs/graph_edges_3499.dot,x,79,20,5
947,h,bench_graphs/graph_edges_3499.dot,x,79,20,5
948,g,bench_graphs/graph_edges_3549.dot,x,79,0,5
949,e,bench_graphs/graph_edges_3549.dot,x,79,20,5
950,h,bench_graphs/graph_edges_3549.dot,x,79,20,5
951,g,bench_graphs/graph_edges_3599.dot,x,81,0,5
952,e,bench_graphs/graph_edges_3599.dot,x,81,20,5
953,h,bench_graphs/graph_edges_3599.dot,x,81,20,5
954,g,bench_graphs/graph_edges_3649.dot,x,83,0,5
955,e,bench_graphs/graph_edges_3649.dot,x,83,20,5
956,h,bench_graphs/graph_edges_3649.dot,x,83,20,5
957,g,bench_graphs/graph_edges_3699.dot,x,83,0,5
958,e,bench_graphs/graph_edges_3699.dot,x,83,20,5
959,h,bench_graphs/graph_edges_3699.dot,x,83,20,5
960,g,bench_graphs/graph_edges_3749.dot,x,83,0,5
961,e,bench_graphs/graph_edges_3749.dot,x,83,20,5
962,h,bench_graphs/graph_edges_3749.dot,x,83,20,5
963,g,bench_graphs/graph_edges_3799.dot,x,84,0,5
964,e,bench_graphs/graph_edges_3799.dot,x,84,20,5
965,h,bench_graphs/graph_edges_3799.dot,x,84,20,5
966,g,bench_graphs/graph_edges_3849.dot,x,86,0,5
967,e,bench_graphs/graph_edges_3849.dot,x,86,20,5
968,h,bench_graphs/graph_edges_3849.dot,x,86,20,5
969,g,bench_graphs/graph_edges_3899.dot,x,85,0,5
970,e,bench_graphs/graph_edges_3899.dot,x,85,20,5
971,h,bench_graphs/graph_edges_3899.dot,x,85,20,5
972,g,bench_graphs/graph_edges_3949.dot,x,88,0,5
973,e,bench_graphs/graph_edges_3949.dot,x,88,20,5
974,h,bench_graphs/graph_edges_3949.dot,x,88,20,5
975,g,bench_graphs/graph_edges_3999.dot,x,87,0,5
976,e,bench_graphs/graph_edges_3999.dot,x,87,20,5
977,h,bench_graphs/graph_edges_3999.dot,x,87,20,5
978,g,bench_graphs/graph_edges_4049.dot,x,89,0,5
979,e,bench_graphs/graph_edges_4049.dot,x,89,20,5
980,h,bench_graphs/graph_edges_4049.dot,x,89,20,5
981,g,bench_graphs/graph_edges_4099.dot,x,90,0,5
982,e,bench_graphs/graph_edges_4099.dot,x,90,20,5
983,h,bench_graphs/graph_edges_4099.dot,x,90,20,5
984,g,bench_graphs/graph_edges_4149.dot,x,90,0,5
985,e,bench_graphs/graph_edges_4149.dot,x,90,20,5
986,h,bench_graphs/graph_edges_4149.dot,x,90,20,5
987,g,bench_graphs/graph_edges_4199.dot,x,93,0,5
988,e,bench_graphs/graph_edges_4199.dot,x,93,20,5
989,h,bench_graphs/graph_edges_4199.dot,x,93,20,5
990,g,bench_graphs/graph_edges_4249.dot,x,95,0,5
991,e,bench_graphs/graph_edges_4249.dot,x,95,20,5
992,h,bench_graphs/graph_edges_4249.dot,x,95,20,5
993,g,bench_graphs/graph_edges_4299.dot,x,94,0,5
994,e,bench_graphs/graph_edges_4299.dot,x,94,20,5
995,h,bench_graphs/graph_edges_4299.dot,x,94,20,5
996,g,bench_graphs/graph_edges_4349.dot,x,96,0,5
997,e,bench_graphs/graph_edges_4349.dot,x,96,20,5
998,h,bench_graphs/graph_edges_4349.dot,x,96,20,5
999,g,bench_graphs/graph_edges_4399.dot,x,95,0,5
1000,e,bench_graphs/graph_edges_4399.dot,x,95,20,5
1001,h,bench_graphs/graph_edges_4399.dot,x,95,20,5
1002,g,bench_graphs/graph_edges_4449.dot,x,94,0,5
1003,e,bench_graphs/graph_edges_4449.dot,x,94,20,5
1004,h,bench_graphs/graph_edges_4449.dot,x,94,20,5
1005,g,bench_graphs/graph_edges_4499.dot,x,97,0,5
1006,e,bench_graphs/graph_edges_4499.dot,x,97,20,5
1007,h,bench_graphs/graph_edges_4499.dot,x,97,20,5
1008,g,bench_graphs/graph_edges_4549.dot,x,99,0,5
1009,e,bench_graphs/graph_edges_4549.dot,x,99,20,5
1010,h,bench_graphs/graph_edges_4549.dot,x,99,20,5
1011,g,bench_graphs/graph_edges_4599.dot,x,98,0,5
1012,e,bench_graphs/graph_edges_4599.dot,x,98,20,5
1013,h,bench_graphs/graph_edges_4599.dot,x,98,20,5
1014,g,bench_graphs/graph_edges_4649.dot,x,99,0,5
1015,e,bench_graphs/graph_edges_4649.dot,x,99,20,5
1016,h,bench_graphs/graph_edges_4649.dot,x,99,20,5
1017,g,bench_graphs/graph_edges_4699.dot,x,99,0,5
1018,e,bench_graphs/graph_edges_4699.dot,x,99,20,5
1019,h,bench_graphs/graph_edges_4699.dot,x,99,20,5
1020,g,bench_graphs/graph_edges_4749.dot,x,100,0,5
1021,e,bench_graphs/graph_edges_4749.dot,x,100,20,5
1022,h,bench_graphs/graph_edges_4749.dot,x,100,20,5
1023,g,bench_graphs/graph_edges_4799.dot,x,100,0,5
1024,e,bench_graphs/graph_edges_4799.dot,x,100,20,5
1025,h,bench_graphs/graph_edges_4799.dot,x,100,20,5
1026,g,bench_graphs/graph_edges_4849.dot,x,100,0,5
1027,e,bench_graphs/graph_edges_4849.dot,x,100,20,5
1028,h,bench_graphs/graph_edges_4849.dot,x,100,20,5
1029,g,bench_graphs/graph_edges_4899.dot,x,100,0,5
1030,e,bench_graphs/graph_edges_4899.dot,x,100,20,5
1031,h,bench_graphs/graph_edges_4899.dot,x,100,20,5
1032,g,bench_graphs/graph_edges_4949.dot,x,100,0,5
1033,e,bench_graphs/graph_edges_4949.dot,x,100,20,5
1034,h,bench_graphs/graph_edges_4949.dot,x,100,20,5
